Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
;54801;15001;;Aktienbanken;79063w;Oberbank AG;Untere Donaul�nde 28;4020;Linz;;4010;Linz/Donau;60;Ober�sterreich;0732/7802;0732/ 7802 - 32140;office@oberbank.at;OBKLAT2LXXX;www.oberbank.at;01.07.1869;RRUN0TCQ1K2JDV7MXO75
;54801;15002;;Aktienbanken;79063w;Oberbank AG;Untere Donaul�nde 28;4020;Linz;;4010;Linz/Donau;60;Ober�sterreich;0732/7802;0732/ 7802 - 32140;office@oberbank.at;OBKLAT2LXXX;www.oberbank.at;01.07.1869;RRUN0TCQ1K2JDV7MXO75
;83470;42830;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;5238315;19160;;Aktienbanken;84890p;Wiener Privatbank SE;Parkring 12;1010;Wien;;;;;Wien;01/53431;01/5343131;office@wienerprivatbank.com;WIPBATWWXXX;www.wienerprivatbank.com;14.09.2001;529900VYY1MRNR59PN57
;265160;32936;;Raiffeisen;44605x;Raiffeisenbank Oberes Waldviertel eGen;Hauptplatz 22;3943;Schrems;;;;;Nieder�sterreich;02853/70090000;02853/70090009;info@rbow.at;RLNWATWWOWS;www.rbow.at;10.09.1893;5299009C948WQ740IL34
;17884578;43030;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;17884578;48150;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;265713;32651;;Raiffeisen;79054g;Raiffeisenbank Mittleres Mostviertel eGen;Scheibbser Stra�e 4;3250;Wieselburg;;;;;Nieder�sterreich;07416/52470;07416/524706100;office@rbmm.at;RLNWATWW939;www.rbmm.at;14.02.1892;529900Y3Z5A9HLAUEP44
Hauptanstalt;19460899;43510;KI;Bausparkassen;441019h;start:bausparkasse AG;Wiedner G�rtel 11;1100;Wien;Wiedner G�rtel 11;1100;Wien;;Wien;01/31380;01/31380209;meldewesen@start-bausparkasse.at;ABVRATW1XXX;www.start-bausparkasse.at;28.09.2015;529900TPGMMB7GRJQB55
;258784;32631;;Raiffeisen;109814t;Raiffeisenbank Region Wiener Alpen eGen;Bahnstra�e 3;2870;Aspang;Bahnstra�e 3;2870;Aspang-Markt;;Nieder�sterreich;0502195;0502195-8899;info.32195@raiffeisenmail.com;RLNWATWWASP;www.raiffeisen.at/regionwieneralpen;03.12.1895;529900RFVP5GLLQOIN21
;257079;33092;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-H�gelland eGen;Hauptstra�e 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;02683/86869013;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-h�gelland.at;01.03.1926;529900O1U4B6CE4BZD76
;256960;38262;;Raiffeisen;69583d;Raiffeisenbank Gleinst�tten-Leutschach-Gro� St. Florian eGen;Gleinst�tten 168;8443;Gleinst�tten;;;;;Steiermark;03457/4077;03457/4077209;info@rbgleinstaetten.at;RZSTAT2G102;www.rbgleinstaetten.at;01.01.1897;529900HUNXOFZ7HGUU35
;259578;38104;;Raiffeisen;66811b;Raiffeisenbank Region Feldbach eGen;Feldbach;8330;Feldbach;Hauptplatz 18;8330;Feldbach;;Steiermark;03152/4222-0;03152/4222-24;info.38497@rb-regionfeldbach.at;RZSTAT2G497;www.rb-regionfeldbach.at;01.01.1899;5299009VLI8ZROIK9N78
;5171741;40430;;Volksbanken;211524s;VOLKSBANK WIEN AG;Dietrichgasse 25;1030;Wien;;;;;Wien;01/40137;01/401377600;mail@volksbankwien.at;VBOEATWWXXX;www.volksbankwien.at;19.06.2001;529900D4CD6DIB3CI904
;370525;35075;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstra�e 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;06212/636699;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
Hauptanstalt;65536;19220;KI;Aktienbanken;124457a;Bank Winter & Co. AG;Singerstra�e 10;1010;Wien;;1011;Wien;878;Wien;01/515040;01/51504200;contact@bankwinter.com;WISMATWWXXX;www.bankwinter.com;28.02.1970;529900VJCGLCR4SHRC78
;259128;33074;;Raiffeisen;126036y;Raiffeisenbank Frauenkirchen-M�nchhof-Podersdorf am See eGen;Amtshausgasse 2;7132;Frauenkirchen;;7132;Frauenkirchen;16;Burgenland;02172/2278;02172/2278900;info@rb33116.at;RLBBAT2E116;https://www.raiffeisen.at/bgld/frauenkirchen-moenchhof-podersdorf;10.04.1956;52990025MUV1CHF0Y448
;114820;39104;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39130;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39109;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39116;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39102;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39117;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39101;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am W�rthersee;;9020;Klagenfurt;465;K�rnten;0463/512365;0463/512365119;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;5171741;40100;;Volksbanken;211524s;VOLKSBANK WIEN AG;Dietrichgasse 25;1030;Wien;;;;;Wien;01/40137;01/401377600;mail@volksbankwien.at;VBOEATWWXXX;www.volksbankwien.at;19.06.2001;529900D4CD6DIB3CI904
;1646419;40170;;Volksbanken;39939i;Volksbank Nieder�sterreich AG;Bahnhofplatz 10;3100;St. P�lten;;3100;St. P�lten;90;Nieder�sterreich;02742/391;02742/3918001;mail@vbnoe.at;VBOEATWWNOM;www.vbnoe.at;18.09.1991;529900TJVZO6PPBYKU80
;5171741;41600;;Volksbanken;211524s;VOLKSBANK WIEN AG;Dietrichgasse 25;1030;Wien;;;;;Wien;01/40137;01/401377600;mail@volksbankwien.at;VBOEATWWXXX;www.volksbankwien.at;19.06.2001;529900D4CD6DIB3CI904
;17884578;44780;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;17884578;46590;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
Hauptanstalt;259764;36990;KI;Raiffeisen;41584d;Raiffeisenbank Oberland-Reutte eGen;Untermarkt 3;6600;Reutte;;6600;Reutte;27;Tirol;05672/6900-0;05672/6900-202;info@rbor.at;RBRTAT22XXX;www.rbor.at;17.04.1898;529900QGUU1U8P6VE060
;83470;43830;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;241407;20225;;Sparkassen;110121v;Sparkasse Baden;Hauptplatz 15;2500;Baden bei Wien;;2500;Baden/Wien;109;Nieder�sterreich;050100/72000;050100/972000;info@sparkassebaden.at;SPBDAT21XXX;www.sparkassebaden.at;14.05.1980;549300X1FFW399TI1820
;256811;38407;;Raiffeisen;59179d;Raiffeisenbank S�d-Weststeiermark eGen;Oberer Markt 9;8551;Wies (Stmk.);;;;;Steiermark;03465/22030;03465/2203340;info.38056@rb-38056.raiffeisen.at;RZSTAT2G056;www.raiffeisen.at/sued-weststeiermark;10.05.1910;529900S7RDLH962SLR89
;256846;38171;;Raiffeisen;67767h;Raiffeisenbank Mittlere S�doststeiermark eGen;Paldau 40;8341;Paldau;Paldau 40;8341;Paldau;;Steiermark;03150/5150;03150/5150-400;service@genaumeinebank.at;RZSTAT2G075;www.genaumeinebank.at;01.01.1893;529900RQ94JHBXLQYS17
;256986;33104;;Raiffeisen;126965p;Raiffeisenbank Seewinkel-Hansag eGen;H�chtlgasse 6;7163;Andau;;;;;Burgenland;02176/2225;02176/222577;info.33002@raiffeisen-burgenland.at;RLBBAT2E002;www.raiffeisen-seewinkel.at;01.01.1912;529900AYE2Y8HPFMXB13
Filiale;18982565;18140;ZW;� 9 Institute;443741k;Citibank Europe plc, Austria Branch;K�rntner Ring 11-13/7/2/3;1010;Wien;;;;;Wien;01/717170;;;CITIATWXXXX;;;
Filiale;18859062;75910;ZW;� 9 Institute;442103b;PSA Bank �sterreich, Niederlassung der PSA Bank Deutschland GmbH;Gro�-Enzersdorfer Stra�e 59;1220;Wien;;1220;Wien;24;Wien;+43 1 60 500 0;+43 1 60 500 200;verwaltung-au@psa-finance.com;;www.psabank.at;;
;247383;36276;;Raiffeisen;38171i;Raiffeisenbank Tirol Mitte West eGen;Untermarktstr. 3;6410;Telfs;;6410;Telfs;27;Tirol;05262/6981;05262/6981-46050;info@rbm.tirol;RZTIAT22336;www.rbm.tirol;01.10.1893;529900MNB4WYVQMHEP34
;247375;36254;;Raiffeisen;39656v;Raiffeisenbank Kitzb�hel - St. Johann eGen;Achenweg 16;6370;Kitzb�hel;;;;;Tirol;05356/6960;05356/696044108;raiffeisen@rrb.at;RZTIAT22263;www.raiffeisen-kitzbuehel.at;23.08.1891;529900XG9P1JQ1NMJ395
;247413;38053;;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Voitsberg;8570;Voitsberg;Conrad-von-H�tzendorf-Stra�e 5;8570;Voitsberg;;Steiermark;03142/21321;03142/21321774;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
Filiale;19876122;19610;ZW;� 9 Institute;460496a;BNP PARIBAS PERSONAL FINANCE SA Niederlassung �sterreich;Vordere Zollamtsstra�e 13;1030;Wien;Vordere Zollamtsstra�e 13, 3. Stock;1030;Wien;;Wien;+436764416361;;office@consorsfinanz.at;;http://www.consorsfinanz.at;;
;257575;38326;;Raiffeisen;67661b;Raiffeisenbank Ilz-Gro�steinbach-Riegersburg eGen;Ilz 39;8262;Ilz;;;;;Steiermark;03385/363;03385/363933;info@rbilz.at;RZSTAT2G151;www.rbilz.at;02.02.1898;529900PPVG3BDSDC4D89
;256820;38132;;Raiffeisen;53892d;Raiffeisenbank Region Fehring eGen;Fehring;8350;Fehring;;;;;Steiermark;03155/2257;03155/2257-100;office@meinebank.cc;RZSTAT2G071;www.meinebank.cc;24.07.1898;529900G6PA459NC9MA06
;257575;38120;;Raiffeisen;67661b;Raiffeisenbank Ilz-Gro�steinbach-Riegersburg eGen;Ilz 39;8262;Ilz;;;;;Steiermark;03385/363;03385/363933;info@rbilz.at;RZSTAT2G151;www.rbilz.at;02.02.1898;529900PPVG3BDSDC4D89
;256684;38240;;Raiffeisen;83565s;Raiffeisenbank M�rztal eGen;Grazer Stra�e 19;8680;M�rzzuschlag;;;;;Steiermark;03852/2658110;03852/265811030;info.38186@rbmuerztal.at;RZSTAT2G186;www.raiffeisen.at/stmk/muerztal;19.01.1919;529900FS1NI3QY3KFM24
;258083;38462;;Raiffeisen;79781a;Raiffeisenbank Turnau-St. Lorenzen eGen;Hauptstra�e 21;8641;St. Marein im M�rztal;;;;;Steiermark;03864/2296;03864/22961;info.38347@rb-38347.raiffeisen.at;RZSTAT2G347;www.raiffeisen.at/38347;17.01.1897;529900BTDS34PLCQRX17
;30937;34796;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;RZOOAT2LXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
Hauptanstalt;18779840;19660;KI;Aktienbanken;439528s;Kommunalkredit Austria AG;T�rkenstra�e 9;1090;Wien;;;;;Wien;01/31631;01/31631105;info@kommunalkredit.at;INVOATWWXXX;www.kommunalkredit.at;27.07.2015;549300IEVCBWVV97WC81
;83470;45330;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;259640;36249;;Raiffeisen;39846y;Raiffeisen Regionalbank Achensee eGen;Dorfstra�e 38;6212;Maurach;;;;;Tirol;05243/5286-0;05243/5286/69490;info@raiffeisen-achensee.at;RZTIAT22218;www.raiffeisen.at/achensee;01.01.1903;5299008X2NKH3ND4EX77
;258857;36303;;Raiffeisen;40687i;Raiffeisenbank Alpbachtal eGen;Alpbach 177;6236;Alpbach;Alpbach 177;6236;Alpbach;;Tirol;05336/5225;05336/522580;info@rbalp.at;RZTIAT22203;www.rbalp.at;01.01.1894;529900D6A0T7DWDKI482
;257508;33004;;Raiffeisen;123449v;Raiffeisenbank Neusiedlersee-Seewinkel eGen;Hauptplatz 4;7142;Illmitz;;;;;Burgenland;02175/2327;02175/2327185;seewinkel@raiffeisen-burgenland.at;RLBBAT2E033;www.raiffeisen.at/neusiedlersee-seewinkel;24.01.1926;529900UYGE4YUSBDJS39
;257508;33071;;Raiffeisen;123449v;Raiffeisenbank Neusiedlersee-Seewinkel eGen;Hauptplatz 4;7142;Illmitz;;;;;Burgenland;02175/2327;02175/2327185;seewinkel@raiffeisen-burgenland.at;RLBBAT2E033;www.raiffeisen.at/neusiedlersee-seewinkel;24.01.1926;529900UYGE4YUSBDJS39
;285897;35028;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;259640;36201;;Raiffeisen;39846y;Raiffeisen Regionalbank Achensee eGen;Dorfstra�e 38;6212;Maurach;;;;;Tirol;05243/5286-0;05243/5286/69490;info@raiffeisen-achensee.at;RZTIAT22218;www.raiffeisen.at/achensee;01.01.1903;5299008X2NKH3ND4EX77
;262552;36213;;Raiffeisen;38648k;Raiffeisen Bezirksbank Kufstein eGen;Oberer Stadtplatz 1a;6330;Kufstein;;6332;Kufstein;27;Tirol;05372/200;05372/200-99;info@rbk.at;RZTIAT22358;www.rbk.at;23.02.1896;529900283EG8U91F0U08
;69671;40720;;Volksbanken;39405z;Volksbank Salzburg eG;St. Julien-Str. 12;5020;Salzburg;;5021;Salzburg;34;Salzburg;0662/8696;0662/869621;kundenservice@volksbanksalzburg.at;VBOEATWWSAL;www.volksbanksalzburg.at;20.08.1938;529900P1U3D3OR1TG879
;285897;35042;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;259764;36345;;Raiffeisen;41584d;Raiffeisenbank Oberland-Reutte eGen;Untermarkt 3;6600;Reutte;;6600;Reutte;27;Tirol;05672/6900-0;05672/6900-202;info@rbor.at;RBRTAT22XXX;www.rbor.at;17.04.1898;529900QGUU1U8P6VE060
;83470;43180;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;247413;38211;;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Voitsberg;8570;Voitsberg;Conrad-von-H�tzendorf-Stra�e 5;8570;Voitsberg;;Steiermark;03142/21321;03142/21321774;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
;259578;38131;;Raiffeisen;66811b;Raiffeisenbank Region Feldbach eGen;Feldbach;8330;Feldbach;Hauptplatz 18;8330;Feldbach;;Steiermark;03152/4222-0;03152/4222-24;info.38497@rb-regionfeldbach.at;RZSTAT2G497;www.rb-regionfeldbach.at;01.01.1899;5299009VLI8ZROIK9N78
;257869;38266;;Raiffeisen;55977w;Raiffeisenbank Steirisches Salzkammergut-�blarn eGen;Bad Mitterndorf 13;8983;Bad Mitterndorf;;;;;Steiermark;03623/6000;03623/6000-19;info.38249@rb-38249.raiffeisen.at;RZSTAT2G249;www.raiffeisen.at/steirisches-salzkammergut-oeblarn;01.01.1894;529900YKUKGMCT6COC26
;7784180;53100;;Landeshypothekenbanken;99073x;HYPO NOE Landesbank f�r Nieder�sterreich und Wien AG;Hypogasse 1;3100;St.P�lten;;;;;Nieder�sterreich;0590910;0590910/1445;office@hyponoe.at;HYPNATWWLDS;www.hyponoe.at;16.09.1992;5493007BWYDPQZLZ0Y27
;247413;38235;;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Voitsberg;8570;Voitsberg;Conrad-von-H�tzendorf-Stra�e 5;8570;Voitsberg;;Steiermark;03142/21321;03142/21321774;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
;285897;35011;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;269638;39355;;Raiffeisen;118767h;Raiffeisenbank Region W�rthersee eG;Karawankenplatz 2;9220;Velden am W�rther See;Karawankenplatz 2;9220;Velden;;K�rnten;0599939390;0434274252339030;rb.woerthersee@rbgk.raiffeisen.at;RZKTAT2K390;www.raiffeisen.at/ktn/region-woerthersee/de/meine-bank.html;03.03.1912;52990082FUIF8HZHY732
;266710;39305;;Raiffeisen;110960b;Raiffeisenbank Arnoldstein-F�rnitz eG;Gemeindeplatz 2;9601;Arnoldstein;;9601;Arnoldstein;9;K�rnten;04255/3343;04255/3343925718;rb.arnoldstein@rbgk.raiffeisen.at;RZKTAT2K257;www.rbaf.at;15.11.1900;529900OL5NTOFKSAFG74
;257753;38348;;Raiffeisen;85758s;Raiffeisenbank Liezen-Rottenmann-Trieben eGen;Hauptplatz 11;8940;Liezen;;8940;Liezen;7;Steiermark;03612/22203;03612/2220322;office@raiffeisen-liezen.at;RZSTAT2G215;www.raiffeisen-liezen.at;01.01.1894;529900H59EKJMH0GFO68
;285897;35111;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;285897;35070;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
Hauptanstalt;7784180;53000;KI;Landeshypothekenbanken;99073x;HYPO NOE Landesbank f�r Nieder�sterreich und Wien AG;Hypogasse 1;3100;St.P�lten;;;;;Nieder�sterreich;0590910;0590910/1445;office@hyponoe.at;HYPNATWWXXX;www.hyponoe.at;16.09.1992;5493007BWYDPQZLZ0Y27
;285897;35170;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;144991;44400;;Aktienbanken;41420m;DolomitenBank Osttirol-Westk�rnten eG;S�dtiroler Platz 9;9900;Lienz;;;;;Tirol;04852/6665;04852/6665-1035;info@dolomitenbank.at;OVLIAT21XXX;www.dolomitenbank.at;30.03.1971;529900QC8RSY99BN3H06
Hauptanstalt;256838;38477;KI;Raiffeisen;68209h;Raiffeisenbank Region Graz-Thalerhof eGen;Hauptstra�e 135;8401;Kalsdorf bei Graz;;;;;Steiermark;0316/292370;03135/55618;info@rb-graz-thalerhof.at;RZSTAT2G477;www.raiffeisen.at/stmk/region-graz-thalerhof;05.04.1903;529900SP4Z7F9FV0M587
;256838;38072;;Raiffeisen;68209h;Raiffeisenbank Region Graz-Thalerhof eGen;Hauptstra�e 135;8401;Kalsdorf bei Graz;;;;;Steiermark;0316/292370;03135/55618;info@rb-graz-thalerhof.at;RZSTAT2G477;www.raiffeisen.at/stmk/region-graz-thalerhof;05.04.1903;529900SP4Z7F9FV0M587
;247308;32414;;Raiffeisen;99135m;Raiffeisenbank Wienerwald eGen;Hauptstr. 62;3021;Pressbaum;;;;;Nieder�sterreich;050515;050515/2020;info@rbwienerwald.at;RLNWATWWPRB;www.rbwienerwald.at;17.03.1898;529900UY9ALV06KXQA86
;83470;44790;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;263494;34362;;Raiffeisen;120863s;Raiffeisenbank Region Kirchdorf eGen;Garnisonstra�e 1;4560;Kirchdorf an der Krems;;;;;Ober�sterreich;07582/62842;07582/6284237738;office@rbregionkirchdorf.at;RZOOAT2L380;www.rbregionkirchdorf.at;01.08.1909;529900YTBQ5AY4TZKS87
;263494;34481;;Raiffeisen;120863s;Raiffeisenbank Region Kirchdorf eGen;Garnisonstra�e 1;4560;Kirchdorf an der Krems;;;;;Ober�sterreich;07582/62842;07582/6284237738;office@rbregionkirchdorf.at;RZOOAT2L380;www.rbregionkirchdorf.at;01.08.1909;529900YTBQ5AY4TZKS87
;261297;34543;;Raiffeisen;120922b;Raiffeisenbank Steyr eGen;Bergerweg 1;4400;Steyr;;;;;Ober�sterreich;07252/48484;07252/4848449255;office@rb-steyr.at;RZOOAT2L114;www.rb-steyr.at;14.05.1928;529900GEAFEARYCL2131
;263524;34400;;Raiffeisen;94698m;Raiffeisenbank Region Schwanenstadt eGen;Stadtpl. 25-26;4690;Schwanenstadt;;;;;Ober�sterreich;07673/2213;05999/34909/44615;rb-schwanenstadt@raiffeisen-ooe.at;RZOOAT2L630;www.raiffeisen-ooe.at/region-schwanenstadt;29.05.1889;529900TC3EY5B3RLQ506
;266965;34661;;Raiffeisen;110979f;Raiffeisenbank Region Braunau eGen;Salzburger Stra�e 4;5280;Braunau am Inn;;;;;Ober�sterreich;07722/82228;07722/8222839;rb-region-braunau@raiffeisen-ooe.at;RZOOAT2L060;www.raiffeisen-ooe.at/region-braunau;27.04.1958;529900ONK58CVJYL2G05
;257788;38373;;Raiffeisen;83488b;Raiffeisenbank Liesingtal-St. Stefan eGen;Hauptstra�e 18;8774;Mautern (Stmk.);Hauptstra�e 18;8774;Mautern;;Steiermark;03845/3188;03845/2644;info@38227.at;RZSTAT2G227;http:www.stmk.raiffeisen.at/liesingtal;25.09.1910;529900J5TTRCNNV7T835
;268682;39461;;Raiffeisen;111072t;Raiffeisenbank Nockberge eGen;Hauptstr. 41;9545;Radenthein;;;;;K�rnten;04246/2082;04246/2082600;rb.nockberge@rbgk.raiffeisen.at;RZKTAT2K457;www.rb-nockberge.at;28.09.1896;529900B7B1J8IEHUNI05
;268607;39436;;Raiffeisen;113153b;Raiffeisen Bank Lurnfeld-M�lltal eGen;Hauptstr. 23;9813;M�llbr�cke;Hauptstra�e 23;9813;M�llbr�cke;;K�rnten;04769/2312;04769/2312 9412 31;rb.lurnfeld-moelltal@rbgk.raiffeisen.at;RZKTAT2K412;www.rb-lurnfeld-moelltal.at;01.01.1903;529900A1B1P6M9M0WA86
;266230;32615;;Raiffeisen;49470a;Raiffeisenbank Region Waldviertel Mitte eGen;Landstra�e 23, Postfach 10;3910;Zwettl;;3910;Zwettl/N�;10;Nieder�sterreich;02822/53105;02822/531054000;info.32990@rbw4.at;RLNWATWWZWE;www.rbw4.at;05.04.1971;5299008NEDOORP72F645
;268763;39254;;Raiffeisen;110981h;Raiffeisen-Bezirksbank St. Veit a.d. Glan-Feldkirchen, registrierte Genossenschaft mit beschr�nkter Haftung;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;K�rnten;04212/5566;04212/5566947506;rbb.st-veit@rbgk.raiffeisen.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
;260266;36360;;Raiffeisen;39730b;Raiffeisen Regionalbank F�gen-Kaltenbach-Zell eGen;Franziskusweg 10;6263;F�gen;;;;;Tirol;05288/62151;05288/6215153199;info@rrbz.at;RZTIAT22229;www.rrbz.at;07.12.1902;5299005434158TH0MT43
;258377;32033;;Raiffeisen;76982i;Raiffeisenbank Region Amstetten eGen;Raiffeisenplatz 1;3300;Amstetten;;3300;Amstetten;1;Nieder�sterreich;057212;057212/8070;info.32025@rbam.at;RLNWATWWAMS;www.raiffeisen.at/amstetten;01.01.1934;529900OCFXUE12L42K23
